SampleID	CollectionDate	Subject	Subj_Certainty	SampleCollectedBy	SampleNotes	n_dna_extractions	n_rna_extractions	n_seq_16s	ExtractID_RNA	ExtractDate_RNA	ExtractedBy_RNA	ExtractKit_RNA	ExtractBox_RNA	ExtractNotes_RNA	ExtractConc_RNA	ExtractID_DNA	ExtractDate_DNA	ExtractedBy_DNA	ExtractKit_DNA	ExtractBox_DNA	ExtractNotes_DNA	ExtractConc_DNA	SequenceID	Seq_16sDate	Pipeline	LibraryTube	LibraryBarcode	LibraryFinalConc	LibraryPoolVol_ul	LibraryCode
HDZ-201	2024-02-03	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-201-E1	2024-05-30	SA/ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		100	HDZ-201-E1-S347	2024-09-20	16S	2	16S2	NA	NA	PL016
HDZ-202	2024-01-27	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-202-E1	2024-05-30	SA/ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		100	HDZ-202-E1-S348	2024-09-20	16S	3	16S3	NA	NA	PL016
HDZ-203	2024-01-26	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-203-E1	2024-06-13	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		70	HDZ-203-S203	2024-08-16	16S	19	16S19	NA	NA	PL009
HDZ-204	2024-01-29	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-204-E1	2024-06-13	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		43	HDZ-204-S249	2024-08-21	16S	19	16S19	NA	NA	PL011
HDZ-205	2024-01-29	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-205-E1	2024-06-13	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		21	HDZ-205-S101	2024-07-17	16S	9	16S9	4	1	PL005
HDZ-206	2024-01-30	Unknown	no	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-206-E1	2024-06-13	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		48	HDZ-206-S139	2024-07-22	16S	1	16S1	NA	NA	PL007
HDZ-207	2024-01-27	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-207-E1	2024-06-13	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		12	HDZ-207-S102	2024-07-17	16S	10	16S10	3	1	PL005
HDZ-208	2024-01-30	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-208-E1	2024-06-13	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		11	HDZ-208-S103	2024-07-17	16S	11	16S11	4	1	PL005
HDZ-209	2024-01-26	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-209-E1	2024-06-06	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		40	HDZ-209-S104	2024-07-17	16S	12	16S12	1	3	PL005
HDZ-210	2024-03-14	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-210-E1	2024-06-06	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		38	HDZ-210-S105	2024-07-17	16S	13	16S13	2	2	PL005
HDZ-211	2024-03-22	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-211-E1	2024-06-06	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		24	HDZ-211-S106	2024-07-17	16S	14	16S14	1	4	PL005
HDZ-212	2024-03-27	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-212-E1	2024-06-06	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		42	HDZ-212-S250	2024-08-21	16S	20	16S20	NA	NA	PL011
HDZ-213	2024-03-31	Unknown	no	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-213-E1	2024-06-14	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		31	HDZ-213-S107	2024-07-17	16S	15	16S15	1	3	PL005
HDZ-214	2024-06-02	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-214-E1	2024-07-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		43	HDZ-214-S251	2024-08-21	16S	21	16S21	NA	NA	PL011
HDZ-215	2024-03-27	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-215-E1	2024-06-14	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		11	HDZ-215-S108	2024-07-17	16S	16	16S16	1	3	PL005
HDZ-216	2024-03-29	Warble	yes	HDZ Keepers		0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HDZ-217	2024-03-26	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-217-E1	2024-05-02	WJ	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 2		72	HDZ-217-S89	2024-06-13	16S	20	16S20	1	4	PL004
HDZ-218	2024-03-21	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-218-E1	2024-05-02	WJ	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 2		58	HDZ-218-S204	2024-08-16	16S	20	16S20	NA	NA	PL009
HDZ-219	2024-03-16	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-219-E1	2024-05-02	WJ	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 2		37	HDZ-219-S81	2024-06-13	16S	12	16S12	4	1	PL004
HDZ-220	2024-03-17	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-220-E1	2024-05-02	WJ	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 2		42	HDZ-220-S85	2024-06-13	16S	16	16S16	2	3	PL004
HDZ-221	2024-03-14	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-221-E1	2024-05-02	WJ	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 2		76	HDZ-221-S90	2024-06-13	16S	21	16S21	2	2	PL004
HDZ-222	2024-03-02	Culi	yes	HDZ Keepers		1	1	1	HDZ-222-E2	2024-04-19	SA/TSP	Quick-DNA/RNA MagBead			NA	HDZ-222-E1	2024-06-06	SA/ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		8	HDZ-222-S109	2024-07-17	16S	17	16S17	2	2	PL005
HDZ-223	2024-03-25	Warble	yes	HDZ Keepers		1	1	1	HDZ-223-E2	2024-04-19	SA/TSP	Quick-DNA/RNA MagBead			NA	HDZ-223-E1	2024-06-20	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		77	HDZ-223-S122	2024-07-18	16S	7	16S7	NA	NA	PL006
HDZ-224	2024-03-25	Culi	yes	HDZ Keepers		1	1	1	HDZ-224-E2	2024-04-19	SA/TSP	Quick-DNA/RNA MagBead			NA	HDZ-224-E1	2024-06-20	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		66	HDZ-224-S123	2024-07-18	16S	8	16S8	NA	NA	PL006
HDZ-226	2024-03-30	Culi	yes	HDZ Keepers		1	1	1	HDZ-226-E2	2024-04-19	SA/TSP	Quick-DNA/RNA MagBead			NA	HDZ-226-E1	2024-06-20	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		42	HDZ-226-S124	2024-07-18	16S	9	16S9	NA	NA	PL006
HDZ-227	2024-03-29	Culi	yes	HDZ Keepers		1	1	1	HDZ-227-E2	2024-04-19	SA/TSP	Quick-DNA/RNA MagBead			NA	HDZ-227-E1	2024-06-27	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		44	HDZ-227-S128	2024-07-18	16S	13	16S13	NA	NA	PL006
HDZ-228	2024-03-27	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-228-E1	2024-06-27	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		67	HDZ-228-S129	2024-07-18	16S	14	16S14	NA	NA	PL006
HDZ-229	2024-03-21	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-229-E1	2024-06-27	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		96	HDZ-229-S130	2024-07-18	16S	15	16S15	NA	NA	PL006
HDZ-230	2024-03-01	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-230-E1	2024-08-23	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		28	HDZ-230-S277	2024-08-30	16S	1	16S1	NA	NA	PL013
HDZ-231	2024-02-29	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-231-E1	2024-08-23	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		33	HDZ-231-S278	2024-08-30	16S	2	16S2	NA	NA	PL013
HDZ-232	2024-02-28	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-232-E1	2024-08-23	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		28	HDZ-232-S279	2024-08-30	16S	3	16S3	NA	NA	PL013
HDZ-233	2024-02-28	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-233-E1	2024-08-23	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		35	HDZ-233-S280	2024-08-30	16S	4	16S4	NA	NA	PL013
HDZ-234	2024-02-07	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-234-E1	2024-08-23	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		72	HDZ-234-S281	2024-08-30	16S	5	16S5	NA	NA	PL013
HDZ-235	2024-02-07	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-235-E1	2024-08-23	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		41	HDZ-235-S282	2024-08-30	16S	6	16S6	NA	NA	PL013
HDZ-236	2024-02-27	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-236-E1	2024-08-23	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		49	HDZ-236-S283	2024-08-30	16S	7	16S7	NA	NA	PL013
HDZ-237	2024-02-08	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-237-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		54	HDZ-237-S305	2024-09-06	16S	6	16S6	NA	NA	PL014
HDZ-238	2024-02-06	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-238-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		81	HDZ-238-S306	2024-09-06	16S	7	16S7	NA	NA	PL014
HDZ-239	2024-02-05	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-239-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		39	HDZ-239-S307	2024-09-06	16S	8	16S8	NA	NA	PL014
HDZ-240	2024-01-20	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-240-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		36	HDZ-240-S140	2024-07-22	16S	2	16S2	NA	NA	PL007
HDZ-241	2024-02-23	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-241-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		53	HDZ-241-S141	2024-07-22	16S	3	16S3	NA	NA	PL007
HDZ-242	2024-02-23	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-242-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		46	HDZ-242-S142	2024-07-22	16S	4	16S4	NA	NA	PL007
HDZ-243	2024-02-26	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-243-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		100	HDZ-243-S143	2024-07-22	16S	5	16S5	NA	NA	PL007
HDZ-244	2024-02-27	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-244-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		62	HDZ-244-S144	2024-07-22	16S	6	16S6	NA	NA	PL007
HDZ-245	2024-01-16	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-245-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		42	HDZ-245-S145	2024-07-22	16S	7	16S7	NA	NA	PL007
HDZ-246	2024-01-18	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-246-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		29	HDZ-246-S146	2024-07-22	16S	8	16S8	NA	NA	PL007
HDZ-247	2024-01-20	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-247-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		39	HDZ-247-S147	2024-07-22	16S	9	16S9	NA	NA	PL007
HDZ-248	2024-01-21	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-248-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		42	HDZ-248-S148	2024-07-22	16S	10	16S10	NA	NA	PL007
HDZ-249	2024-01-19	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-249-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		34	HDZ-249-S149	2024-07-22	16S	11	16S11	NA	NA	PL007
HDZ-250	2024-01-21	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-250-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		38	HDZ-250-S150	2024-07-22	16S	12	16S12	NA	NA	PL007
HDZ-251	2024-01-16	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-251-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		45	HDZ-251-S151	2024-07-22	16S	13	16S13	NA	NA	PL007
HDZ-252	2024-01-18	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-252-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		57	HDZ-252-S152	2024-07-22	16S	14	16S14	NA	NA	PL007
HDZ-253	2024-01-17	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-253-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		32	HDZ-253-S153	2024-07-22	16S	15	16S15	NA	NA	PL007
HDZ-254	2024-02-02	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-254-E1	2024-07-10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		41	HDZ-254-S154	2024-07-22	16S	16	16S16	NA	NA	PL007
HDZ-255	2024-01-15	Warble	yes	HDZ Keepers		1	0	0	NA	NA	NA	NA	NA	NA	NA	HDZ-255-E1	2024-07-18	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4	Possibly contaminated	34	NA	NA	NA	NA	NA	NA	NA	NA
HDZ-256	2024-01-13	Culi	yes	HDZ Keepers		1	0	0	NA	NA	NA	NA	NA	NA	NA	HDZ-256-E1	2024-07-18	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4	Possibly contaminated	35	NA	NA	NA	NA	NA	NA	NA	NA
HDZ-257	2024-01-09	Warble	yes	HDZ Keepers		1	0	0	NA	NA	NA	NA	NA	NA	NA	HDZ-257-E1	2024-07-18	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4	Possibly contaminated	26	NA	NA	NA	NA	NA	NA	NA	NA
HDZ-258	2024-01-10	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-258-E1	2024-07-12	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		37	HDZ-258-S162	2024-08-16	16S	1	16S1	NA	NA	PL008
HDZ-259	2024-01-13	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-259-E1	2024-07-12	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		52	HDZ-259-S163	2024-08-16	16S	2	16S2	NA	NA	PL008
HDZ-260	2024-01-28	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-260-E1	2024-07-12	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		15	HDZ-260-S164	2024-08-16	16S	3	16S3	NA	NA	PL008
HDZ-262	2024-01-24	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-262-E1	2024-07-15	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		38	HDZ-262-S165	2024-08-16	16S	4	16S4	NA	NA	PL008
HDZ-263	2024-01-09	Culi	no	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-263-E1	2024-07-15	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		73	HDZ-263-S166	2024-08-16	16S	5	16S5	NA	NA	PL008
HDZ-264	2024-01-08	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-264-E1	2024-07-15	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		45	HDZ-264-S167	2024-08-16	16S	6	16S6	NA	NA	PL008
HDZ-265	2024-01-23	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-265-E1	2024-07-15	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		59	HDZ-265-S205	2024-08-16	16S	21	16S21	NA	NA	PL009
HDZ-266	2024-01-28	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-266-E1	2024-07-15	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		40	HDZ-266-S254	2024-08-30	16S	1	16S1	NA	NA	PL012
HDZ-267	2024-01-22	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-267-E1	2024-07-15	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		34	HDZ-267-S255	2024-08-30	16S	2	16S2	NA	NA	PL012
HDZ-268	2024-01-08	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-268-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		50	HDZ-268-S308	2024-09-06	16S	9	16S9	NA	NA	PL014
HDZ-269	2024-01-14	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-269-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		2	HDZ-269-S309	2024-09-06	16S	10	16S10	NA	NA	PL014
HDZ-270	2024-01-22	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-270-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		53	HDZ-270-S310	2024-09-06	16S	11	16S11	NA	NA	PL014
HDZ-271	2024-01-25	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-271-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		51	HDZ-271-S311	2024-09-06	16S	12	16S12	NA	NA	PL014
HDZ-272	2024-01-21	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-272-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		39	HDZ-272-S312	2024-09-06	16S	13	16S13	NA	NA	PL014
HDZ-273	2024-01-23	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-273-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		24	HDZ-273-S313	2024-09-06	16S	14	16S14	NA	NA	PL014
HDZ-274	2024-01-15	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-274-E1	2024-08-26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		40	HDZ-274-S314	2024-09-06	16S	15	16S15	NA	NA	PL014
HDZ-301	2024-02-22	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-301-E1	2024-06-14	SA/EK	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		9	HDZ-301-S110	2024-07-17	16S	18	16S18	6	1	PL005
HDZ-302	2024-02-25	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-302-E1	2024-06-14	SA/EK	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		18	HDZ-302-S111	2024-07-17	16S	19	16S19	1	3	PL005
HDZ-303	2024-02-13	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-303-E1	2024-06-14	SA/EK	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		16	HDZ-303-S112	2024-07-17	16S	20	16S20	2	2	PL005
HDZ-304	2024-02-15	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-304-E1	2024-06-14	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		1	HDZ-304-S113	2024-07-17	16S	21	16S21	1	5	PL005
HDZ-305	2024-02-19	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-305-E1	2024-06-14	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		40	HDZ-305-S114	2024-07-17	16S	22	16S22	1	3	PL005
HDZ-306	2024-02-11	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-306-E1	2024-06-14	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		4	HDZ-306-S115	2024-07-17	16S	23	16S23	5	1	PL005
HDZ-307	2024-02-09	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-307-E1	2024-06-18	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		19	HDZ-307-S116	2024-07-18	16S	1	16S1	NA	NA	PL006
HDZ-308	2024-02-15	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-308-E1	2024-06-18	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		37	HDZ-308-S117	2024-07-18	16S	2	16S2	NA	NA	PL006
HDZ-309	2024-02-29	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-309-E1	2024-06-18	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		49	HDZ-309-S118	2024-07-18	16S	3	16S3	NA	NA	PL006
HDZ-310	2024-02-20	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-310-E1	2024-06-18	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		45	HDZ-310-S119	2024-07-18	16S	4	16S4	NA	NA	PL006
HDZ-311	2024-12-14	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-311-E1	2024-06-18	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		46	HDZ-311-S120	2024-07-18	16S	5	16S5	NA	NA	PL006
HDZ-312	2024-02-14	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-312-E1	2024-06-18	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		33	HDZ-312-S121	2024-07-18	16S	6	16S6	NA	NA	PL006
HDZ-313	2024-02-16	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-313-E1	2024-06-20	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		45	HDZ-313-S125	2024-07-18	16S	10	16S10	NA	NA	PL006
HDZ-314	2024-02-16	Culi	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-314-E1	2024-06-20	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		11	HDZ-314-S126	2024-07-18	16S	11	16S11	NA	NA	PL006
HDZ-315	2024-02-10	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-315-E1	2024-06-20	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 3		39	HDZ-315-S127	2024-07-18	16S	12	16S12	NA	NA	PL006
HDZ-316	2024-03-24	Warble	yes	HDZ Keepers		1	0	1	NA	NA	NA	NA	NA	NA	NA	HDZ-316-E1	2024-08-08	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		79	HDZ-316-S256	2024-08-30	16S	3	16S3	NA	NA	PL012
